Isolate,Location,Latitude,Longitude,Publication,Sequence_Type,Lab_Isolate,Other_info
MRS0107_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0108_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0109_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0110_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0111_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0115_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0116_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0118_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0118_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0120_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0121_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0125_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0129_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0129_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0133_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0133_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0135_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0135_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0137_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0138_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0142_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0143_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0144_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0146_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0147_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0150_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0150_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0151_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0151_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0155_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0158_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0159_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0161_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0163_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0163_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0166_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0167_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0167_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0168_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0172_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0173_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0179_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0180_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0180_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0181_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0181_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0182_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0182_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0183_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0184_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0187_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0190_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0192_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0193_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0193_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0194_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0194_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0196_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0196_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0201_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0203_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0204_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0206_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0207_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0207_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0208_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0208_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0212_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0216_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0217_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0220_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0222_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0223_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0223_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0224_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0226_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0226_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0228_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0230_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0231_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0232_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0234_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0235_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0235_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0236_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0237_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0238_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0238_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0240_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0241_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0242_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0242_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0254_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0255_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0255_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0256_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0258_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0258_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0260_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0262_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0262_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0264_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0265_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0267_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0267_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0272_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0273_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0276_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0279_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0280_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0282_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0283_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0285_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0287_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0290_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0292_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0292_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0293_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0294_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0295_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0297_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0300_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0301_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0302_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0303_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0304_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0305_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0306_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0307_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0307_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0308_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0310_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0313_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0318_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0318_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0319_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0320_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0320_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0323_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0324_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0325_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0327_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0328_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0329_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0331_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0331_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0332_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0333_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0334_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0334_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0335_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0336_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0337_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0337_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0338_DayLab_454,Ghana_VeaGowrie,#N/A,#N/A,DayLab_454,,field,
MRS0339_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0340_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0343_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0344_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0345_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0346_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0347_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0349_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0352_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0354_DayLab_Ghana_Pilot,Ghana_VeaGowrie,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0357_DayLab_454,Ghana_Soe,#N/A,#N/A,DayLab_454,,field,
MRS0357_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0357_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0362_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0365_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0373_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0377_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0378_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0379_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0384_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0386_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0389_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0390_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0393_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0394_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0395_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0401_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0403_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0403_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0404_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0404_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0405_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0405_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0406_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0407_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0409_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0409_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0412_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0420_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0421_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0421_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0422_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0423_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0424_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0425_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0425_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0426_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0427_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0429_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0429_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0430_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0430_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0431_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0433_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0433_DayLab_Ghana_1,Ghana_Vea,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0435_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0436_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0438_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0439_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0440_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0440_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0441_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0442_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0443_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0444_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0444_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0446_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0452_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0453_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0454_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0455_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0456_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0457_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0460_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0463_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0465_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0469_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0471_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0471_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0474_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0475_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0479_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0480_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0484_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0486_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0488_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0488_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0490_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS0491_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0493_DayLab_Ghana_Pilot,Ghana_Soe,#N/A,#N/A,DayLab_Ghana_Pilot,,field,
MRS0496_DayLab_Ghana_1,Ghana,7.946527,-1.023194,DayLab_Ghana_1,,field,
MRS0497_DayLab_Ghana_1,Ghana_Gowrie,#N/A,#N/A,DayLab_Ghana_1,,field,
