Isolate,Location,Latitude,Longitude,Publication,Sequence_Type,Lab_Isolate,Other_info
UG80029_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80043_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80051_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80059_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80062_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80080_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80082_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80083_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80090_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80095_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80105_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80122_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80132_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80133_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80139_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80142_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80148_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80152_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80172_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80179_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80184_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80198_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80200_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80217_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80219_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80229_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80235_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80238_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80239_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80253_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80255_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80257_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80262_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80290_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80298_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80302_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80326_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80328_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80354_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80359_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80378_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80394_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80410_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80435_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80440_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80444_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80465_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80482_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80484_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80486_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80490_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80502_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80536_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80548_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80553_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80555_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80567_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80573_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80592_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80593_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80596_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80610_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80616_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80621_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80637_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80651_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80657_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80663_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80667_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80672_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80675_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80677_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80702_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80719_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80734_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80736_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80743_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80756_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80757_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80777_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80782_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80795_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80797_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80801_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80803_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80804_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80806_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80819_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
UG80838_DayLab_454,Uganda_Jinja,#N/A,#N/A,DayLab_454,,field,
V10_DayLab_454,Venezuela_ElCaura,#N/A,#N/A,DayLab_454,,field,
V11_DayLab_454,Venezuela_ElCaura,#N/A,#N/A,DayLab_454,,field,
V12_DayLab_454,Venezuela_ElCaura,#N/A,#N/A,DayLab_454,,field,
V13_DayLab_454,Venezuela_ElCaura,#N/A,#N/A,DayLab_454,,field,
V14_DayLab_454,Venezuela_ElCaura,#N/A,#N/A,DayLab_454,,field,
V15_DayLab_454,Venezuela_ElCaura,#N/A,#N/A,DayLab_454,,field,
V2_DayLab_454,Venezuela_ElCaura,#N/A,#N/A,DayLab_454,,field,
V6_DayLab_454,Venezuela_ElCaura,#N/A,#N/A,DayLab_454,,field,
V7_DayLab_454,Venezuela_ElCaura,#N/A,#N/A,DayLab_454,,field,
V9_DayLab_454,Venezuela_ElCaura,#N/A,#N/A,DayLab_454,,field,
YA19_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA20_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA23_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA24_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA25_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA26_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA29_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA31_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA32_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA33_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA34_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
YA36_DayLab_454,Thailand_Yala,#N/A,#N/A,DayLab_454,,field,
S2MRS0844_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0106_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2267_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2185_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2374_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1141_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1942_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0927_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1793_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1134_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0016_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2125_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1479_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2HB3_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1845_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1693_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1876_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1624_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0236_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0291_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1125_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0064_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1359_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0576_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0303_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1303_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1348_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1568_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0087_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0787_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1063_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1210_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1273_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2081_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1722_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0336_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1903_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0768_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1500_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1080_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0031_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0256_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1749_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1605_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1420_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2194_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2326_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0700_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0474_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1107_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1015_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S23D7_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0204_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0875_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0735_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1926_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1312_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1594_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0185_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0989_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1545_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1164_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1234_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0116_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1194_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1518_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1653_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1049_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1814_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0509_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1151_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2254_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0526_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2386_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1988_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0968_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0670_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0428_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0980_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1248_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0130_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0588_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2DD2_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0153_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0556_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2282_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1967_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0349_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2362_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0893_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2043_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2224_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1178_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1666_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2150_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0671_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1989_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0981_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0212_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0579_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0706_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1948_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2268_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1608_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0089_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0928_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1667_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0444_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0957_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1251_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2115_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0876_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0855_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1847_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2288_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1727_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1906_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0131_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2332_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0593_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1927_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2128_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0401_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0117_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0795_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0543_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1201_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0041_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1437_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1371_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1832_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2048_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0033_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0565_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2365_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0528_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1595_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0644_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2376_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1029_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0485_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1277_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0053_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1571_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1795_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1154_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1126_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0747_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0292_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0308_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS2391_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0514_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1054_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1081_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1108_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0847_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS0769_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
S2MRS1305_DayLab_Ghana_2_2,Ghana,#N/A,#N/A,DayLab_Ghana_2_2,gDNA,,
